p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
2,334;11,046;6,555;723,25;687,25;23,75;136172,78;5313;20,74;11,54;953,35;26,69
2,335;11,259;6,548;723,25;687;23,75;136152,19;5313;20,74;11,54;953,37;26,69
2,337;11,052;6,544;723;687;23,75;136136,75;5318;20,53;11,43;953,37;26,66
2,33;11,274;6,552;723;687;23,75;136111,02;5318;20,53;11,43;953,36;26,69
2,338;10,972;6,559;723;687,25;23,75;136157,34;5318;20,53;11,43;953,44;26,66
2,333;11,291;6,555;722,75;687,25;23,75;136177,94;5318;20,53;11,43;953,34;26,69
2,334;11,046;6,566;722,75;687,5;23,75;136167,64;5318;20,53;11,43;953,32;26,66
2,33;11,102;6,555;722,75;687,5;23,75;136188,23;5318;20,74;11,55;953,37;26,69
2,328;11,265;6,548;723;687,25;23,75;136177,94;5318;20,74;11,55;953,34;26,66
2,332;11,15;6,559;723;687,25;23,75;136177,94;5318;20,74;11,55;953,38;26,66
2,334;10,91;6,563;723,25;687,25;23,75;136172,78;5318;20,74;11,55;953,36;26,69
2,33;10,964;6,544;723,25;687;23,75;136177,94;5318;20,74;11,55;953,38;26,69
2,333;11,154;6,555;723,25;687,25;23,75;136188,23;5331;20,74;11,58;953,35;26,66
2,333;11,268;6,559;723;687,25;23,75;136141,89;5331;20,74;11,58;953,43;26,69
2,33;11,206;6,541;722,75;687,5;23,75;136126,45;5331;20,74;11,58;953,38;26,69
2,333;11,179;6,552;722,5;687,5;23,75;136069,84;5331;20,74;11,58;953,41;26,66
2,33;11,082;6,563;722,5;687,5;24;136090,44;5331;20,74;11,58;953,44;26,69
2,333;11,151;6,544;722,5;687,5;24;135997,88;5331;20,74;11,58;953,41;26,66
2,333;10,891;6,563;722,5;687,75;23,75;136049,28;5331;20,74;11,58;953,33;26,69
2,33;11,023;6,555;722,5;688;24;136054,42;5331;20,74;11,58;953,37;26,69
2,33;11,358;6,548;722,5;688;24;136085,28;5331;20,74;11,58;953,41;26,69
2,33;11,349;6,548;722,75;688,25;24;136064,7;5331;20,74;11,58;953,38;26,69
2,33;11,095;6,548;722,75;688,25;23,75;136090,44;5331;20,74;11,58;953,37;26,69
2,331;11,187;6,552;722,75;688,25;23,75;136069,84;5322;20,74;11,56;953,38;26,69
2,333;10,961;6,548;722,75;688,25;23,75;136095,58;5322;20,74;11,56;953,41;26,66
2,333;11,052;6,559;722,5;688,25;23,75;136049,28;5322;20,74;11,56;953,4;26,69
2,33;11,368;6,555;722,75;688,25;23,75;136090,44;5322;20,74;11,56;953,39;26,66
2,334;11,339;6,548;722,75;688,25;23,75;136141,89;5322;20,74;11,56;953,39;26,66
2,34;11,203;6,548;722,75;688,5;23,75;136152,19;5322;20,74;11,56;953,36;26,69
2,333;10,999;6,552;722,75;688,75;23,75;136172,78;5322;20,74;11,56;953,37;26,69
2,337;11,157;6,548;723;688,75;23,75;136152,19;5322;20,74;11,56;953,39;26,69
2,333;11,336;6,548;723,25;688,5;23,75;136080,13;5322;20,74;11,56;953,38;26,71
2,337;11,198;6,548;722,75;688,5;23,75;136090,44;5322;20,74;11,56;953,35;26,69
2,337;11,188;6,57;722,75;688,5;23,75;136074,98;5322;20,74;11,56;953,34;26,69
2,333;11,268;6,555;723;688,75;23,75;136111,02;5320;20,53;11,44;953,34;26,69
2,337;11,229;6,537;723;688,75;23,75;136157,34;5320;20,53;11,44;953,32;26,69
2,33;11,613;6,552;723;688,5;23,75;136141,89;5320;20,53;11,44;953,38;26,69
2,334;11,04;6,548;723,25;688,75;23,75;136136,75;5320;20,53;11,44;953,4;26,69
2,334;10,972;6,555;723,5;688,75;23,75;136167,64;5320;20,53;11,44;953,39;26,69
