p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
2,337;10,967;6,603;727;699,25;27,25;135384,16;3920;23,43;9,62;953,39;28,52
2,34;11,037;6,592;727;699,25;27,25;135404,52;3920;23,43;9,62;953,42;28,52
2,353;11,024;6,599;727;699,25;27,25;135435,09;3920;23,43;9,62;953,33;28,52
2,331;10,93;6,595;727;699,25;27,25;135475,86;3920;23,43;9,62;953,31;28,52
2,347;11,13;6,603;727;699,25;27,25;135470,75;3902;23,23;9,49;953,35;28,47
2,347;10,915;6,599;727,25;699,25;27,25;135475,86;3902;23,23;9,49;953,37;28,47
2,344;11,185;6,592;727,25;699,25;27,25;135460,56;3902;23,23;9,49;953,35;28,47
2,349;11,108;6,581;727,5;699,25;27,25;135455,47;3902;23,23;9,49;953,31;28,52
2,337;11,127;6,603;727,25;699,5;27,25;135435,09;3902;23,23;9,49;953,36;28,52
2,346;10,859;6,588;727,5;699,5;27,25;135414,72;3902;23,23;9,49;953,4;28,55
2,344;10,944;6,588;727,5;699,5;27,25;135455,47;3902;23,23;9,49;953,36;28,55
2,336;10,776;6,592;727,5;699,5;27,25;135419,8;3902;23,23;9,49;953,35;28,47
2,344;11,111;6,606;727,5;699,75;27,25;135384,16;3902;23,23;9,49;953,38;28,55
2,342;10,586;6,588;727,5;699,75;27,25;135404,52;3902;23,23;9,49;953,36;28,52
2,344;11,111;6,584;727,5;699,75;27,25;135460,56;3902;23,23;9,49;953,36;28,52
2,343;10,968;6,588;727,75;700;27,25;135440,19;3863;23,43;9,48;953,36;28,52
2,337;11,06;6,588;727,75;700;27,25;135414,72;3863;23,43;9,48;953,37;28,52
2,342;10,978;6,592;727,75;700;27,25;135435,09;3863;23,43;9,48;953,37;28,52
2,343;10,803;6,595;728;700;27,25;135424,89;3863;23,43;9,48;953,31;28,52
2,343;10,738;6,592;728;700;27,25;135470,75;3863;23,43;9,48;953,32;28,55
2,339;11,023;6,588;728;700,25;27,25;135501,36;3863;23,43;9,48;953,36;28,52
2,337;11,026;6,595;728,25;700,5;27,25;135531,95;3863;23,43;9,48;953,28;28,57
2,336;10,813;6,584;728,25;700,5;27,25;135531,95;3863;23,43;9,48;953,43;28,52
2,336;10,874;6,588;728,5;700,75;27,25;135526,86;3863;23,43;9,48;953,36;28,55
2,347;10,751;6,61;728,5;700,75;27,25;135552,38;3863;23,43;9,48;953,33;28,52
2,34;10,977;6,588;728,5;701;27,25;135531,95;3863;23,43;9,48;953,33;28,52
2,336;10,671;6,588;728,5;701;27,25;135501,36;3812;23,43;9,35;953,38;28,55
2,338;10,797;6,592;728,5;701;27,25;135496,27;3812;23,43;9,35;953,37;28,52
2,337;10,639;6,577;728,25;701;27,25;135470,75;3812;23,43;9,35;953,37;28,55
2,343;10,714;6,588;728,25;700,75;27,25;135475,86;3812;23,43;9,35;953,34;28,57
2,337;10,955;6,573;728;701,25;27,25;135496,27;3812;23,43;9,35;953,37;28,57
2,34;11,029;6,577;728,25;701,25;27,25;135552,38;3812;23,43;9,35;953,37;28,55
2,337;10,856;6,588;728;701,25;27,25;135552,38;3812;23,43;9,35;953,39;28,57
2,34;10,63;6,599;728,25;701,5;27,25;135531,95;3812;23,43;9,35;953,36;28,55
2,343;11,014;6,584;728;701,5;27,25;135567,69;3812;23,43;9,35;953,37;28,55
2,343;10,869;6,588;728;701,25;27,25;135516,66;3812;23,43;9,35;953,37;28,55
2,34;10,937;6,592;728;701,25;27,25;135537,06;3812;23,43;9,35;953,42;28,52
2,343;11,055;6,595;728;701;27,25;135516,66;3793;23,43;9,31;953,35;28,57
2,35;10,959;6,603;728;701;27,25;135506,45;3793;23,43;9,31;953,41;28,52
2,337;10,767;6,584;728;701;27,25;135491,16;3793;23,43;9,31;953,41;28,55
2,342;11,238;6,588;728,25;700,5;27,25;135526,86;3793;23,43;9,31;953,41;28,55
2,343;10,772;6,606;728,25;700,5;27,25;135501,36;3793;23,43;9,31;953,37;28,57
2,339;10,8;6,588;728,5;700,25;27,25;135506,45;3793;23,02;9,14;953,34;28,55
