p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
2,333;11,191;6,559;716;688;21,5;136183,09;6744;16,18;11,42;953,36;25,74
2,331;11,341;6,57;715,75;688,25;21,5;136147,05;6744;16,18;11,42;953,28;25,74
2,33;11,033;6,57;715,75;688,25;21,5;136147,05;6744;16,18;11,42;953,29;25,74
2,333;11,033;6,555;715,75;688,25;21,5;136105,86;6744;16,18;11,42;953,32;25,74
2,327;11,469;6,555;715,75;688;21,5;136111,02;6744;16,18;11,42;953,29;25,74
2,327;11,039;6,563;715,75;688;21,5;136085,28;6744;16,18;11,42;953,31;25,74
2,329;11,17;6,573;716;687,75;21,5;136131,59;6744;16,18;11,42;953,32;25,71
2,327;11,278;6,563;716,25;687,5;21,5;136090,44;6744;16,18;11,42;953,29;25,71
2,33;11,446;6,577;716,5;687,25;21,5;136105,86;6744;16,18;11,42;953,28;25,71
2,33;11,271;6,573;716,5;687;21,5;136095,58;6744;16,18;11,42;953,28;25,74
2,334;11,244;6,566;716,5;687;21,5;136100,72;6744;16,18;11,42;953,3;25,71
2,33;11,241;6,573;716,5;686,75;21,5;136074,98;6746;15,76;11,13;953,32;25,71
2,333;11,311;6,563;716,5;686,75;21,5;136095,58;6746;15,76;11,13;953,28;25,74
2,331;11,023;6,563;716,5;686,75;21,5;136152,19;6746;15,76;11,13;953,29;25,74
2,331;11,254;6,57;716,5;687;21,75;136152,19;6746;15,76;11,13;953,3;25,74
2,334;11,067;6,555;716,5;687;21,5;136111,02;6746;15,76;11,13;953,3;25,74
2,33;11,173;6,573;716,5;687;21,5;136100,72;6746;15,76;11,13;953,3;25,74
2,334;11,083;6,57;716,5;687;21,5;136116,16;6746;16,18;11,43;953,27;25,74
2,327;11,454;6,57;716,5;687;21,5;136152,19;6746;16,18;11,43;953,26;25,74
2,331;11,477;6,555;716,5;687,25;21,75;136147,05;6746;16,18;11,43;953,32;25,76
2,328;11,16;6,563;716,25;687,5;21,75;136080,13;6746;16,18;11,43;953,34;25,74
2,327;11,337;6,552;716,25;687,25;21,75;136080,13;6746;16,18;11,43;953,27;25,74
2,331;10,984;6,563;716,25;687,5;21,75;136090,44;6759;16,38;11,6;953,28;25,74
2,331;10,969;6,57;716,25;687,5;21,75;136069,84;6759;16,38;11,6;953,31;25,74
2,327;10,89;6,563;716,25;687,5;21,75;136059,56;6759;16,38;11,6;953,22;25,71
2,327;11,246;6,566;716,25;687,5;21,75;136116,16;6759;16,38;11,6;953,24;25,71
2,327;11,266;6,566;716,25;687,75;21,75;136162,48;6759;16,38;11,6;953,27;25,71
2,327;11,02;6,57;716,5;687,75;21,75;136131,59;6759;16,38;11,6;953,29;25,74
2,324;11,042;6,566;716,25;687,75;21,75;136121,3;6759;15,76;11,16;953,27;25,74
2,33;11,161;6,566;716,25;687,75;21,75;136172,78;6759;15,76;11,16;953,29;25,71
2,33;11,055;6,552;716,25;687,75;21,75;136188,23;6759;15,76;11,16;953,29;25,74
2,327;11,333;6,563;716,25;687,75;21,75;136188,23;6759;15,76;11,16;953,27;25,74
2,333;11,399;6,573;716,5;687,75;21,75;136167,64;6759;15,76;11,16;953,24;25,71
2,329;11,116;6,566;716,25;687,75;21,75;136198,55;6729;16,18;11,4;953,25;25,74
2,333;10,93;6,57;716,25;687,75;21,75;136152,19;6729;16,18;11,4;953,25;25,74
2,34;11,207;6,57;716,5;687,75;21,75;136177,94;6729;16,18;11,4;953,24;25,66
2,33;11,036;6,57;716,25;687,75;21,75;136162,48;6729;16,18;11,4;953,24;25,74
2,336;11,068;6,555;716,25;687,75;21,5;136111,02;6729;16,18;11,4;953,31;25,74
2,333;11,017;6,563;716;687,75;21,5;136111,02;6729;16,18;11,4;953,24;25,74
2,33;11,11;6,563;716,25;688;21,5;136090,44;6729;16,18;11,4;953,26;25,74
2,324;11,144;6,573;716,25;687,75;21,5;136116,16;6729;16,18;11,4;953,3;25,71
2,333;11,254;6,573;716,25;687,75;21,5;136126,45;6729;16,18;11,4;953,25;25,74
2,337;11,082;6,563;716,5;687,75;21,5;136147,05;6729;16,18;11,4;953,27;25,71
2,333;11,222;6,57;716,75;687,75;21,5;136198,55;6729;16,18;11,4;953,24;25,71
2,333;11,201;6,566;717,25;687,75;21,5;136198,55;6766;15,97;11,31;953,29;25,74
2,33;11,216;6,563;717,25;687,5;21,5;136147,05;6766;15,97;11,31;953,28;25,74
2,333;11,194;6,566;717,25;687,25;21,5;136141,89;6766;15,97;11,31;953,27;25,76
2,331;11,265;6,563;717,5;687,25;21,5;136198,55;6766;15,97;11,31;953,27;25,74
